RK,Player,Ht,From,To,Tm,Lg,G#,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Handed,COLOR
125,Maurice Cheeks\cheekma01,6-1,1981,1993,TOT,NBA,940,736,29813,4257,8141,4209,7946,48,195,2050,2567,575,1985,2560,6405,1953,250,1859,1863,10612,.523,.530,.246,.526,.799,.572,R,50
126,Mike Gminski\gminsmi01,6-11,1981,1994,TOT,NBA,938,547,24058,4208,9047,4202,8998,6,49,2531,3002,2082,4398,6480,1203,507,989,1368,1574,10953,.465,.467,.122,.465,.843,.528,R,50
127,Tracy McGrady\mcgratr01,6-8,1998,2012,TOT,NBA,938,703,30658,6709,15413,5628,12215,1081,3198,3882,5202,1300,3976,5276,4161,1136,807,2029,1661,18381,.435,.461,.338,.470,.746,.519,R,50
128,Lindsey Hunter\hunteli01,6-2,1994,2010,TOT,NBA,937,438,23253,2970,7663,1895,4679,1075,2984,941,1261,438,1583,2021,2506,1120,165,1159,1857,7956,.388,.405,.360,.458,.746,.484,R,50
129,Derrick McKey\mckeyde01,6-9,1988,2002,TOT,NBA,937,639,27229,3908,8048,3705,7406,203,642,2247,2885,1515,2872,4387,2254,1072,611,1713,2700,10266,.486,.500,.316,.498,.779,.551,R,50
130,Zaza Pachulia\pachuza01,6-11,2004,2017,TOT,NBA,935,430,19948,2306,4977,2306,4953,0,24,1996,2672,2128,3456,5584,1189,682,329,1284,2403,6608,.463,.466,.000,.463,.747,.537,R,50
131,David West\westda01,6-9,2004,2017,TOT,NBA,935,742,27775,5425,11023,5372,10820,53,203,2494,3048,1699,4564,6263,2071,703,746,1544,2243,13397,.492,.496,.261,.495,.818,.542,R,50
132,Rick Fox\foxri01,6-7,1992,2004,TOT,NBA,930,587,23723,3382,7519,2611,5311,771,2208,1431,1858,996,2521,3517,2649,967,355,1611,2739,8966,.450,.492,.349,.501,.770,.538,R,50
133,Armen Gilliam\gilliar01,6-9,1988,2000,TOT,NBA,929,527,26421,4838,9895,4838,9878,0,17,3024,3896,2117,4284,6401,1088,676,607,1722,2009,12700,.489,.490,.000,.489,.776,.547,R,50
134,Thurl Bailey\baileth01,6-11,1984,1999,TOT,NBA,928,229,24873,4753,10056,4749,10021,4,35,2324,2863,1304,3414,4718,1298,435,1086,1444,1843,11834,.473,.474,.114,.473,.812,.523,R,50
135,Dwight Howard\howardw01,6-11,2005,2017,TOT,NBA,928,927,32502,5857,10023,5852,9969,5,54,4586,8084,3303,8466,11769,1384,909,1882,2766,3027,16305,.584,.587,.093,.585,.567,.600,R,50
136,James Worthy\worthja01,6-9,1983,1994,LAL,NBA,926,717,30001,6878,13204,6761,12718,117,486,2447,3184,1561,3147,4708,2791,1041,624,1859,1975,16320,.521,.532,.241,.525,.769,.559,R,50
137,Mark Aguirre\aguirma01,6-6,1982,1994,TOT,NBA,923,639,27730,7201,14865,6809,13607,392,1258,3664,4944,1704,2874,4578,2871,687,296,2306,2599,18458,.484,.500,.312,.498,.741,.542,R,50
138,James Edwards\edwarja01,7-0,1981,1996,TOT,NBA,921,467,21091,4245,8534,4244,8514,1,20,2456,3465,1249,2869,4118,1195,252,576,1469,3033,10947,.497,.498,.050,.497,.709,.544,R,50
139,Richard Hamilton\hamilri01,6-6,2000,2013,TOT,NBA,921,783,29559,5969,13288,5439,11758,530,1530,3240,3805,794,2058,2852,3125,714,131,1977,2329,15708,.449,.463,.346,.469,.852,.525,R,50
140,Larry Nance\nancela01,6-10,1982,1994,TOT,NBA,920,795,30697,6370,11664,6362,11609,8,55,2939,3892,2299,5053,7352,2393,872,2027,1711,2703,15687,.546,.548,.145,.546,.755,.586,R,50
141,Danny Ferry\ferryda01,6-10,1991,2003,TOT,NBA,917,186,18133,2505,5615,1828,3891,677,1724,752,895,647,1903,2550,1185,384,292,811,1964,6439,.446,.470,.393,.506,.840,.536,R,50
142,Clarence Weatherspoon\weathcl01,6-6,1993,2005,TOT,NBA,915,612,27736,4025,8537,4015,8486,10,51,2423,3261,2126,4720,6846,1346,880,794,1430,2028,10483,.471,.473,.196,.472,.743,.526,R,50
143,Allen Iverson\iversal01,6-0,1997,2010,TOT,NBA,914,901,37584,8467,19906,7408,16523,1059,3383,6375,8168,745,2649,3394,5624,1983,164,3262,1777,24368,.425,.448,.313,.452,.780,.518,R,50
144,Bo Outlaw\outlabo01,6-8,1994,2008,TOT,NBA,914,352,20740,2005,3534,2002,3496,3,38,957,1837,1685,2752,4437,1441,855,1193,1056,2164,4970,.567,.573,.079,.568,.521,.572,R,50
145,Tree Rollins\rollitr01,7-1,1981,1995,TOT,NBA,913,463,18210,1755,3374,1755,3367,0,7,715,1013,1467,3369,4836,456,355,1826,750,2401,4225,.520,.521,.000,.520,.706,.553,R,50
146,Latrell Sprewell\sprewla01,6-5,1993,2005,TOT,NBA,913,868,35270,6076,14294,4972,11022,1104,3272,3456,4298,770,2954,3724,3664,1294,399,2450,1689,16712,.425,.451,.337,.464,.804,.516,R,50
147,Brent Barry\barrybr01,6-6,1996,2009,TOT,NBA,912,449,23643,2896,6301,1501,2859,1395,3442,1301,1581,450,2330,2780,2892,955,253,1289,1754,8488,.460,.525,.405,.570,.823,.607,R,50
148,Dennis Rodman\rodmade01,6-7,1987,2000,TOT,NBA,911,573,28839,2766,5310,2684,4955,82,355,1069,1832,4329,7625,11954,1600,611,531,1484,2843,6683,.521,.542,.231,.529,.584,.546,R,50
149,Steve Kerr\kerrst01,6-3,1989,2003,TOT,NBA,910,30,16207,2042,4263,1316,2664,726,1599,627,726,186,874,1060,1658,476,46,504,847,5437,.479,.494,.454,.564,.864,.593,R,50
150,Matt Barnes\barnema02,6-7,2004,2017,TOT,NBA,905,354,21440,2736,6265,1777,3405,959,2860,1007,1357,1044,3120,4164,1631,698,432,1142,2297,7438,.437,.522,.335,.513,.742,.542,R,50
151,Jeff Malone\malonje01,6-4,1984,1996,TOT,NBA,905,755,29660,7099,14674,7013,14353,86,321,2947,3383,572,1792,2364,2154,577,100,1538,1695,17231,.484,.489,.268,.487,.871,.533,R,50
152,Antonio Davis\davisan01,6-9,1994,2006,TOT,NBA,903,524,26084,3187,7120,3185,7097,2,23,2665,3668,2323,4432,6755,1017,430,889,1346,2551,9041,.448,.449,.087,.448,.727,.518,R,50
153,Dwyane Wade\wadedw01,6-4,2004,2017,TOT,NBA,902,891,31990,7663,15799,7239,14324,424,1475,5371,6994,1128,3210,4338,5126,1489,792,2987,2064,21121,.485,.505,.287,.498,.768,.559,R,50
154,Gerald Wilkins\wilkige01,6-6,1986,1999,TOT,NBA,900,653,26084,4754,10564,4336,9242,418,1322,1810,2429,975,1671,2646,2697,907,208,1687,1853,11736,.450,.469,.316,.470,.745,.504,R,50
155,John Salmons\salmojo01,6-7,2003,2015,TOT,NBA,895,429,23672,3007,6979,2281,4993,726,1986,1552,1942,435,2168,2603,2183,756,239,1185,1667,8292,.431,.457,.366,.483,.799,.529,R,50
156,Vern Fleming\flemive01,6-5,1985,1996,TOT,NBA,893,523,24721,3964,7954,3926,7744,38,210,2159,2826,979,2033,3012,4293,926,105,1795,2003,10125,.498,.507,.181,.501,.764,.550,R,50
157,Antoine Walker\walkean02,6-8,1997,2008,TOT,NBA,893,707,31531,6085,14710,4699,10446,1386,4264,2091,3303,1894,4997,6891,3170,1085,469,2504,2516,15647,.414,.450,.325,.461,.633,.484,R,50
158,Alex English\englial01,6-7,1981,1991,TOT,NBA,892,753,30766,9068,17911,9052,17834,16,77,3744,4442,2044,2671,4715,3702,866,620,2274,2351,21896,.506,.508,.208,.507,.843,.551,R,50
159,Mookie Blaylock\blaylmo01,6-0,1990,2002,TOT,NBA,889,800,31026,4705,11499,3422,7683,1283,3816,1269,1724,1017,2642,3659,5972,2075,300,2067,1687,11962,.409,.445,.336,.465,.736,.488,R,50
